Komoditas (Rp),Tanggal,Harga,Wilayah,Bulan,Tahun,Hari_Dalam_Minggu,Musim_Hujan,Suhu_Rata2_C,Curah_Hujan_mm,Radiasi_Matahari_MJm2,Kecepatan_Angin_Max_kmh,Hujan_Lag30,Hujan_Lag60,Suhu_Lag30,Suhu_Lag60,Rata_Hujan_30Hari,Rata_Suhu_30Hari,Harga_Kemarin,Harga_Minggu_Lalu
Telur Ayam,2024-02-22,26800.0,Padang,2,2024,3,1,27.2,0.4,19.35,8.1,12.2,1.2,25.4,26.1,10.886666666666665,26.53666666666667,26800.0,27200.0
Telur Ayam,2024-02-23,26800.0,Padang,2,2024,4,1,27.1,4.0,19.29,8.7,21.2,14.9,25.9,26.0,10.313333333333333,26.576666666666664,26800.0,27200.0
Telur Ayam,2024-02-26,27600.0,Padang,2,2024,0,1,28.4,2.2,21.67,9.8,9.9,3.0,25.8,26.3,10.056666666666668,26.663333333333338,26800.0,26800.0
Telur Ayam,2024-02-27,28800.0,Padang,2,2024,1,1,27.3,7.2,20.72,10.3,22.4,29.3,26.5,26.2,9.55,26.69,27600.0,26800.0
Telur Ayam,2024-02-28,28800.0,Padang,2,2024,2,1,27.6,1.4,21.09,12.2,4.6,11.4,25.8,25.9,9.443333333333333,26.75,28800.0,26800.0
Telur Ayam,2024-02-29,28800.0,Padang,2,2024,3,1,27.5,8.6,21.46,8.0,9.1,4.0,25.9,26.2,9.426666666666668,26.803333333333335,28800.0,26800.0
Telur Ayam,2024-03-01,28800.0,Padang,3,2024,4,1,26.3,35.2,20.53,10.5,47.5,1.1,25.7,26.5,9.016666666666667,26.82333333333333,28800.0,26800.0
Telur Ayam,2024-03-04,29200.0,Padang,3,2024,0,1,26.5,17.3,16.8,7.6,2.6,0.6,26.4,26.6,9.506666666666666,26.826666666666664,28800.0,26800.0
Telur Ayam,2024-03-05,29200.0,Padang,3,2024,1,1,26.3,22.1,17.47,10.0,4.9,0.6,26.4,26.0,10.080000000000002,26.823333333333334,29200.0,26800.0
Telur Ayam,2024-03-06,29200.0,Padang,3,2024,2,1,26.6,6.7,16.2,9.5,7.9,6.0,26.8,26.2,10.040000000000001,26.816666666666666,29200.0,27600.0
Telur Ayam,2024-03-07,29200.0,Padang,3,2024,3,1,26.1,152.1,12.29,10.9,0.9,3.9,27.0,26.1,15.08,26.78666666666667,29200.0,28800.0
Telur Ayam,2024-03-08,29200.0,Padang,3,2024,4,1,26.0,46.4,11.25,7.0,6.7,0.7,27.8,26.6,16.403333333333332,26.726666666666667,29200.0,28800.0
Telur Ayam,2024-03-11,29200.0,Padang,3,2024,0,1,27.1,1.5,19.82,9.0,5.0,13.2,26.2,25.7,16.28666666666667,26.756666666666668,29200.0,28800.0
Telur Ayam,2024-03-12,29200.0,Padang,3,2024,1,1,26.4,4.3,17.65,8.9,2.7,19.4,25.9,25.9,16.34,26.77333333333333,29200.0,28800.0
Telur Ayam,2024-03-13,30000.0,Padang,3,2024,2,1,28.1,0.0,19.94,8.4,11.5,8.9,26.5,25.8,15.956666666666669,26.826666666666668,29200.0,29200.0
Telur Ayam,2024-03-14,30000.0,Padang,3,2024,3,1,26.9,0.0,23.7,8.3,8.3,7.6,26.1,26.1,15.680000000000001,26.853333333333335,30000.0,29200.0
Telur Ayam,2024-03-15,30000.0,Padang,3,2024,4,1,27.1,0.0,23.45,9.5,21.6,9.5,25.3,26.6,14.96,26.913333333333334,30000.0,29200.0
Telur Ayam,2024-03-18,30400.0,Padang,3,2024,0,1,26.9,5.1,22.4,8.5,2.1,82.9,27.0,26.0,15.06,26.91,30000.0,29200.0
Telur Ayam,2024-03-19,30400.0,Padang,3,2024,1,1,26.7,2.4,19.34,6.1,8.0,10.9,26.3,26.6,14.873333333333335,26.923333333333336,30400.0,29200.0
Telur Ayam,2024-03-20,30400.0,Padang,3,2024,2,1,27.4,0.3,24.99,9.0,0.8,19.3,26.5,26.8,14.856666666666666,26.953333333333333,30400.0,29200.0
Telur Ayam,2024-03-21,30400.0,Padang,3,2024,3,1,27.4,0.3,23.0,9.6,2.9,12.0,26.5,26.9,14.770000000000001,26.983333333333334,30400.0,29200.0
Telur Ayam,2024-03-22,30400.0,Padang,3,2024,4,1,27.2,2.6,22.65,14.0,7.3,22.2,26.6,26.3,14.613333333333335,27.003333333333334,30400.0,30000.0
Telur Ayam,2024-03-25,30400.0,Padang,3,2024,0,1,26.5,14.7,19.19,10.6,0.0,20.4,27.8,26.3,15.103333333333333,26.96,30400.0,30000.0
Telur Ayam,2024-03-26,30400.0,Padang,3,2024,1,1,26.2,12.0,14.43,6.4,3.0,20.5,28.1,26.0,15.403333333333334,26.896666666666665,30400.0,30000.0
Telur Ayam,2024-03-27,30000.0,Padang,3,2024,2,1,25.8,4.5,17.88,6.9,9.9,13.8,28.0,25.9,15.223333333333333,26.823333333333334,30400.0,30400.0
Telur Ayam,2024-03-28,30000.0,Padang,3,2024,3,1,26.4,12.0,20.56,11.2,45.2,7.1,26.7,26.5,14.116666666666667,26.813333333333333,30000.0,30400.0
Telur Ayam,2024-03-29,30000.0,Padang,3,2024,4,1,26.9,33.6,18.9,8.5,13.8,24.6,27.0,26.3,14.776666666666667,26.81,30000.0,30400.0
Telur Ayam,2024-04-01,29600.0,Padang,4,2024,0,0,26.2,19.2,16.81,7.7,17.0,10.5,26.2,26.2,14.85,26.810000000000002,30000.0,30400.0
Telur Ayam,2024-04-02,29600.0,Padang,4,2024,1,0,26.5,17.6,19.61,10.4,19.0,16.9,26.0,25.4,14.803333333333335,26.826666666666668,29600.0,30400.0
Telur Ayam,2024-04-03,29600.0,Padang,4,2024,2,0,26.7,16.1,16.05,11.2,10.4,12.4,26.2,25.4,14.993333333333334,26.84333333333333,29600.0,30400.0
Telur Ayam,2024-04-04,29600.0,Padang,4,2024,3,0,26.7,4.7,17.59,9.7,0.4,12.2,27.2,25.4,15.136666666666667,26.826666666666664,29600.0,30400.0
Telur Ayam,2024-04-05,29600.0,Padang,4,2024,4,0,26.2,8.9,16.59,8.4,4.0,21.2,27.1,25.9,15.300000000000002,26.79666666666667,29600.0,30000.0
Telur Ayam,2024-04-08,29600.0,Padang,4,2024,0,0,26.8,2.5,16.06,6.9,2.2,9.9,28.4,25.8,15.31,26.743333333333332,29600.0,30000.0
Telur Ayam,2024-04-09,29600.0,Padang,4,2024,1,0,26.2,59.3,15.95,9.5,7.2,22.4,27.3,26.5,17.046666666666667,26.706666666666667,29600.0,30000.0
Telur Ayam,2024-04-10,29600.0,Padang,4,2024,2,0,26.4,71.1,11.82,6.0,1.4,4.6,27.6,25.8,19.37,26.666666666666668,29600.0,29600.0
Telur Ayam,2024-04-11,29600.0,Padang,4,2024,3,0,27.4,3.2,20.69,9.2,8.6,9.1,27.5,25.9,19.19,26.663333333333334,29600.0,29600.0
Telur Ayam,2024-04-12,29600.0,Padang,4,2024,4,0,26.5,9.0,18.56,8.8,35.2,47.5,26.3,25.7,18.316666666666666,26.67,29600.0,29600.0
Telur Ayam,2024-04-15,29600.0,Padang,4,2024,0,0,27.0,3.4,14.55,6.1,17.3,2.6,26.5,26.4,17.853333333333335,26.686666666666667,29600.0,29600.0
Telur Ayam,2024-04-16,29000.0,Padang,4,2024,1,0,26.3,16.7,16.08,7.2,22.1,4.9,26.3,26.4,17.673333333333332,26.686666666666664,29600.0,29600.0
Telur Ayam,2024-04-17,29000.0,Padang,4,2024,2,0,26.8,5.6,14.65,7.6,6.7,7.9,26.6,26.8,17.636666666666667,26.693333333333335,29000.0,29600.0
Telur Ayam,2024-04-18,29000.0,Padang,4,2024,3,0,26.3,14.0,12.81,6.2,152.1,0.9,26.1,27.0,13.033333333333333,26.7,29000.0,29600.0
Telur Ayam,2024-04-19,29000.0,Padang,4,2024,4,0,26.9,8.1,16.93,9.0,46.4,6.7,26.0,27.8,11.756666666666666,26.73,29000.0,29600.0
Telur Ayam,2024-04-22,28800.0,Padang,4,2024,0,0,26.9,20.3,16.86,11.0,1.5,5.0,27.1,26.2,12.383333333333333,26.723333333333333,29000.0,29600.0
Telur Ayam,2024-04-23,28800.0,Padang,4,2024,1,0,26.8,5.7,17.19,6.1,4.3,2.7,26.4,25.9,12.43,26.736666666666668,28800.0,29600.0
Telur Ayam,2024-04-24,28800.0,Padang,4,2024,2,0,27.1,11.8,16.16,7.0,0.0,11.5,28.1,26.5,12.823333333333332,26.703333333333333,28800.0,29600.0
Telur Ayam,2024-04-25,28800.0,Padang,4,2024,3,0,26.2,19.3,13.75,6.5,0.0,8.3,26.9,26.1,13.466666666666667,26.68,28800.0,29000.0
Telur Ayam,2024-04-26,28800.0,Padang,4,2024,4,0,26.8,17.3,18.94,6.9,0.0,21.6,27.1,25.3,14.043333333333331,26.67,28800.0,29000.0
Telur Ayam,2024-04-29,28800.0,Padang,4,2024,0,0,27.2,13.2,20.51,9.4,5.1,2.1,26.9,27.0,14.313333333333334,26.68,28800.0,29000.0
Telur Ayam,2024-04-30,28400.0,Padang,4,2024,1,0,26.5,43.0,16.35,10.2,2.4,8.0,26.7,26.3,15.666666666666666,26.673333333333332,28800.0,29000.0
Telur Ayam,2024-05-01,28400.0,Padang,5,2024,2,0,26.8,6.5,15.98,6.9,0.3,0.8,27.4,26.5,15.873333333333335,26.653333333333332,28400.0,28800.0
Telur Ayam,2024-05-02,29200.0,Padang,5,2024,3,0,27.4,5.3,19.8,9.3,0.3,2.9,27.4,26.5,16.04,26.653333333333332,28400.0,28800.0
Telur Ayam,2024-05-03,29200.0,Padang,5,2024,4,0,26.6,31.8,13.5,6.4,2.6,7.3,27.2,26.6,17.013333333333332,26.633333333333333,29200.0,28800.0
Telur Ayam,2024-05-06,29200.0,Padang,5,2024,0,0,27.0,5.1,18.44,8.5,14.7,0.0,26.5,27.8,16.693333333333335,26.65,29200.0,28800.0
Telur Ayam,2024-05-07,29200.0,Padang,5,2024,1,0,26.7,4.0,16.81,8.6,12.0,3.0,26.2,28.1,16.426666666666666,26.666666666666668,29200.0,28800.0
Telur Ayam,2024-05-08,29200.0,Padang,5,2024,2,0,27.2,2.2,16.83,8.1,4.5,9.9,25.8,28.0,16.35,26.71333333333333,29200.0,28800.0
Telur Ayam,2024-05-09,29200.0,Padang,5,2024,3,0,27.2,6.2,18.77,10.0,12.0,45.2,26.4,26.7,16.156666666666666,26.74,29200.0,28400.0
Telur Ayam,2024-05-10,29200.0,Padang,5,2024,4,0,27.1,22.3,16.38,6.5,33.6,13.8,26.9,27.0,15.78,26.746666666666666,29200.0,28400.0
Telur Ayam,2024-05-13,29200.0,Padang,5,2024,0,0,26.8,3.8,16.43,10.4,19.2,17.0,26.2,26.2,15.266666666666667,26.766666666666666,29200.0,29200.0
Telur Ayam,2024-05-14,30000.0,Padang,5,2024,1,0,26.6,11.8,15.23,6.8,17.6,19.0,26.5,26.0,15.073333333333332,26.769999999999996,29200.0,29200.0
Telur Ayam,2024-05-15,30000.0,Padang,5,2024,2,0,26.9,10.1,16.41,9.7,16.1,10.4,26.7,26.2,14.873333333333333,26.776666666666667,30000.0,29200.0
Telur Ayam,2024-05-16,30000.0,Padang,5,2024,3,0,26.3,10.0,11.69,8.2,4.7,0.4,26.7,27.2,15.05,26.763333333333332,30000.0,29200.0
Telur Ayam,2024-05-17,30000.0,Padang,5,2024,4,0,27.0,15.2,18.19,6.5,8.9,4.0,26.2,27.1,15.259999999999998,26.790000000000003,30000.0,29200.0
Telur Ayam,2024-05-20,30000.0,Padang,5,2024,0,0,26.2,24.9,12.65,9.4,2.5,2.2,26.8,28.4,16.006666666666668,26.77,30000.0,29200.0
Telur Ayam,2024-05-21,29600.0,Padang,5,2024,1,0,26.9,7.3,12.76,6.4,59.3,7.2,26.2,27.3,14.273333333333333,26.793333333333337,30000.0,29200.0
Telur Ayam,2024-05-22,29600.0,Padang,5,2024,2,0,27.1,5.6,13.05,11.9,71.1,1.4,26.4,27.6,12.09,26.816666666666666,29600.0,29200.0
Telur Ayam,2024-05-23,29600.0,Padang,5,2024,3,0,27.4,0.1,18.36,10.4,3.2,8.6,27.4,27.5,11.986666666666668,26.816666666666666,29600.0,30000.0
Telur Ayam,2024-05-24,29600.0,Padang,5,2024,4,0,28.2,6.2,17.96,10.1,9.0,35.2,26.5,26.3,11.893333333333334,26.87333333333333,29600.0,30000.0
Telur Ayam,2024-05-27,29600.0,Padang,5,2024,0,0,27.4,11.8,17.1,8.6,3.4,17.3,27.0,26.5,12.173333333333334,26.886666666666667,29600.0,30000.0
Telur Ayam,2024-05-28,29600.0,Padang,5,2024,1,0,27.4,7.6,18.71,10.5,16.7,22.1,26.3,26.3,11.87,26.923333333333336,29600.0,30000.0
Telur Ayam,2024-05-29,29200.0,Padang,5,2024,2,0,25.9,32.7,13.6,10.4,5.6,6.7,26.8,26.6,12.773333333333335,26.89333333333333,29600.0,30000.0
Telur Ayam,2024-05-30,29200.0,Padang,5,2024,3,0,27.1,10.7,18.09,13.5,14.0,152.1,26.3,26.1,12.663333333333334,26.92,29200.0,29600.0
Telur Ayam,2024-05-31,29200.0,Padang,5,2024,4,0,26.2,19.4,12.12,11.6,8.1,46.4,26.9,26.0,13.04,26.896666666666665,29200.0,29600.0
Telur Ayam,2024-06-03,29200.0,Padang,6,2024,0,0,27.2,5.7,19.65,11.7,20.3,1.5,26.9,27.1,12.553333333333333,26.90666666666667,29200.0,29600.0
Telur Ayam,2024-06-04,29200.0,Padang,6,2024,1,0,26.8,5.6,17.5,10.2,5.7,4.3,26.8,26.4,12.55,26.906666666666663,29200.0,29600.0
Telur Ayam,2024-06-05,29200.0,Padang,6,2024,2,0,27.4,3.0,15.04,9.3,11.8,0.0,27.1,28.1,12.256666666666666,26.916666666666668,29200.0,29600.0
Telur Ayam,2024-06-06,28800.0,Padang,6,2024,3,0,25.7,9.0,12.1,10.0,19.3,0.0,26.2,26.9,11.913333333333332,26.9,29200.0,29600.0
Telur Ayam,2024-06-07,29200.0,Padang,6,2024,4,0,26.6,3.3,17.84,7.6,17.3,0.0,26.8,27.1,11.446666666666667,26.89333333333333,28800.0,29200.0
Telur Ayam,2024-06-10,28800.0,Padang,6,2024,0,0,26.9,0.0,20.92,7.2,13.2,5.1,27.2,26.9,11.006666666666666,26.883333333333333,29200.0,29200.0
Telur Ayam,2024-06-11,28800.0,Padang,6,2024,1,0,26.8,1.5,15.94,7.1,43.0,2.4,26.5,26.7,9.623333333333335,26.893333333333334,28800.0,29200.0
Telur Ayam,2024-06-12,28800.0,Padang,6,2024,2,0,26.2,3.9,13.12,9.0,6.5,0.3,26.8,27.4,9.536666666666667,26.87333333333333,28800.0,29200.0
Telur Ayam,2024-06-13,28800.0,Padang,6,2024,3,0,26.2,15.9,17.76,9.9,5.3,0.3,27.4,27.4,9.890000000000002,26.833333333333332,28800.0,29200.0
Telur Ayam,2024-06-14,28800.0,Padang,6,2024,4,0,26.0,23.0,17.69,8.4,31.8,2.6,26.6,27.2,9.596666666666668,26.813333333333333,28800.0,29200.0
Telur Ayam,2024-06-17,28800.0,Padang,6,2024,0,0,26.3,73.2,18.32,10.7,5.1,14.7,27.0,26.5,11.866666666666667,26.79,28800.0,28800.0
Telur Ayam,2024-06-18,28800.0,Padang,6,2024,1,0,26.2,3.5,16.68,9.3,4.0,12.0,26.7,26.2,11.85,26.773333333333333,28800.0,29200.0
Telur Ayam,2024-06-19,28800.0,Padang,6,2024,2,0,26.4,4.6,17.72,8.4,2.2,4.5,27.2,25.8,11.930000000000001,26.746666666666666,28800.0,28800.0
Telur Ayam,2024-06-20,28800.0,Padang,6,2024,3,0,25.9,22.4,16.32,11.2,6.2,12.0,27.2,26.4,12.47,26.703333333333333,28800.0,28800.0
Telur Ayam,2024-06-21,28800.0,Padang,6,2024,4,0,25.0,44.2,11.22,8.6,22.3,33.6,27.1,26.9,13.2,26.633333333333333,28800.0,28800.0
Telur Ayam,2024-06-24,28400.0,Padang,6,2024,0,0,26.6,6.0,20.86,9.1,3.8,19.2,26.8,26.2,13.273333333333333,26.626666666666665,28800.0,28800.0
Telur Ayam,2024-06-25,28400.0,Padang,6,2024,1,0,27.0,3.5,19.47,9.1,11.8,17.6,26.6,26.5,12.996666666666666,26.64,28400.0,28800.0
Telur Ayam,2024-06-26,28400.0,Padang,6,2024,2,0,26.9,0.6,20.59,8.5,10.1,16.1,26.9,26.7,12.680000000000001,26.639999999999997,28400.0,28800.0
Telur Ayam,2024-06-27,28400.0,Padang,6,2024,3,0,26.6,5.9,19.36,9.8,10.0,4.7,26.3,26.7,12.543333333333333,26.65,28400.0,28800.0
Telur Ayam,2024-06-28,28400.0,Padang,6,2024,4,0,26.1,7.9,16.88,10.0,15.2,8.9,27.0,26.2,12.300000000000002,26.62,28400.0,28800.0
Telur Ayam,2024-07-01,28400.0,Padang,7,2024,0,0,26.6,3.9,14.45,6.4,24.9,2.5,26.2,26.8,11.6,26.633333333333333,28400.0,28800.0
Telur Ayam,2024-07-02,28400.0,Padang,7,2024,1,0,26.2,8.4,18.59,7.5,7.3,59.3,26.9,26.2,11.636666666666665,26.61,28400.0,28800.0
Telur Ayam,2024-07-03,28400.0,Padang,7,2024,2,0,26.9,0.0,19.57,7.9,5.6,71.1,27.1,26.4,11.45,26.60333333333333,28400.0,28400.0
Telur Ayam,2024-07-04,28400.0,Padang,7,2024,3,0,27.2,1.2,20.15,13.7,0.1,3.2,27.4,27.4,11.486666666666668,26.596666666666668,28400.0,28400.0
Telur Ayam,2024-07-05,28400.0,Padang,7,2024,4,0,26.4,1.1,19.66,8.3,6.2,9.0,28.2,26.5,11.316666666666666,26.53666666666667,28400.0,28400.0
Telur Ayam,2024-07-08,28400.0,Padang,7,2024,0,0,26.4,2.7,13.05,7.3,11.8,3.4,27.4,27.0,11.013333333333332,26.50333333333333,28400.0,28400.0
Telur Ayam,2024-07-09,27600.0,Padang,7,2024,1,0,27.1,2.1,15.16,9.9,7.6,16.7,27.4,26.3,10.830000000000002,26.493333333333332,28400.0,28400.0
Telur Ayam,2024-07-10,27600.0,Padang,7,2024,2,0,26.1,22.3,16.25,7.3,32.7,5.6,25.9,26.8,10.483333333333333,26.5,27600.0,28400.0
Telur Ayam,2024-07-11,27600.0,Padang,7,2024,3,0,26.3,0.4,20.02,10.0,10.7,14.0,27.1,26.3,10.139999999999999,26.473333333333333,27600.0,28400.0
Telur Ayam,2024-07-12,27600.0,Padang,7,2024,4,0,26.0,0.6,17.52,9.4,19.4,8.1,26.2,26.9,9.513333333333334,26.466666666666665,27600.0,28400.0
Telur Ayam,2024-07-15,27600.0,Padang,7,2024,0,0,26.2,0.8,20.76,8.8,5.7,20.3,27.2,26.9,9.350000000000001,26.433333333333334,27600.0,28400.0
Telur Ayam,2024-07-16,27600.0,Padang,7,2024,1,0,26.3,1.0,20.17,7.6,5.6,5.7,26.8,26.8,9.196666666666667,26.416666666666668,27600.0,28400.0
Telur Ayam,2024-07-17,27600.0,Padang,7,2024,2,0,26.7,1.9,19.0,7.9,3.0,11.8,27.4,27.1,9.16,26.39333333333333,27600.0,28400.0
Telur Ayam,2024-07-18,27600.0,Padang,7,2024,3,0,27.0,0.0,21.37,8.2,9.0,19.3,25.7,26.2,8.860000000000001,26.436666666666667,27600.0,27600.0
Telur Ayam,2024-07-19,27600.0,Padang,7,2024,4,0,26.9,0.0,21.49,10.0,3.3,17.3,26.6,26.8,8.75,26.446666666666665,27600.0,27600.0
Telur Ayam,2024-07-22,27600.0,Padang,7,2024,0,0,27.5,1.1,22.0,11.9,0.0,13.2,26.9,27.2,8.786666666666667,26.466666666666665,27600.0,27600.0
Telur Ayam,2024-07-23,27600.0,Padang,7,2024,1,0,27.3,0.8,20.89,13.8,1.5,43.0,26.8,26.5,8.763333333333332,26.483333333333334,27600.0,27600.0
Telur Ayam,2024-07-24,27600.0,Padang,7,2024,2,0,27.1,0.0,21.41,12.9,3.9,6.5,26.2,26.8,8.633333333333333,26.513333333333332,27600.0,27600.0
Telur Ayam,2024-07-25,27600.0,Padang,7,2024,3,0,26.5,0.0,22.85,10.2,15.9,5.3,26.2,27.4,8.103333333333333,26.52333333333333,27600.0,27600.0
Telur Ayam,2024-07-26,27600.0,Padang,7,2024,4,0,26.4,0.0,22.98,10.0,23.0,31.8,26.0,26.6,7.336666666666668,26.53666666666667,27600.0,27600.0
Telur Ayam,2024-07-29,27600.0,Padang,7,2024,0,0,26.6,1.1,19.16,10.4,73.2,5.1,26.3,27.0,4.933333333333334,26.546666666666667,27600.0,27600.0
Telur Ayam,2024-07-30,27600.0,Padang,7,2024,1,0,26.8,4.9,20.68,12.4,3.5,4.0,26.2,26.7,4.98,26.566666666666666,27600.0,27600.0
Telur Ayam,2024-07-31,27600.0,Padang,7,2024,2,0,25.7,5.5,16.44,10.5,4.6,2.2,26.4,27.2,5.010000000000001,26.543333333333333,27600.0,27600.0
Telur Ayam,2024-08-01,27600.0,Padang,8,2024,3,0,26.0,12.8,18.47,8.6,22.4,6.2,25.9,27.2,4.69,26.546666666666667,27600.0,27600.0
Telur Ayam,2024-08-02,27600.0,Padang,8,2024,4,0,26.4,22.4,18.85,11.7,44.2,22.3,25.0,27.1,3.9633333333333334,26.593333333333337,27600.0,27600.0
Telur Ayam,2024-08-05,28000.0,Padang,8,2024,0,0,25.9,8.2,18.96,9.0,6.0,3.8,26.6,26.8,4.036666666666666,26.57,27600.0,27600.0
Telur Ayam,2024-08-06,28000.0,Padang,8,2024,1,0,25.2,26.1,17.43,9.0,3.5,11.8,27.0,26.6,4.79,26.509999999999998,28000.0,27600.0
Telur Ayam,2024-08-07,28000.0,Padang,8,2024,2,0,25.5,13.6,17.68,9.4,0.6,10.1,26.9,26.9,5.223333333333334,26.46333333333333,28000.0,27600.0
Telur Ayam,2024-08-08,28000.0,Padang,8,2024,3,0,27.1,1.2,19.28,11.0,5.9,10.0,26.6,26.3,5.066666666666666,26.48,28000.0,27600.0
Telur Ayam,2024-08-09,28000.0,Padang,8,2024,4,0,26.2,27.0,17.98,12.8,7.9,15.2,26.1,27.0,5.703333333333333,26.483333333333334,28000.0,27600.0
Telur Ayam,2024-08-12,28000.0,Padang,8,2024,0,0,25.9,0.1,22.28,8.7,3.9,24.9,26.6,26.2,5.576666666666666,26.459999999999997,28000.0,27600.0
Telur Ayam,2024-08-13,28000.0,Padang,8,2024,1,0,26.1,10.5,20.98,10.1,8.4,7.3,26.2,26.9,5.6466666666666665,26.456666666666667,28000.0,27600.0
Telur Ayam,2024-08-14,28400.0,Padang,8,2024,2,0,26.1,6.4,20.35,8.8,0.0,5.6,26.9,27.1,5.86,26.430000000000003,28000.0,28000.0
Telur Ayam,2024-08-15,28000.0,Padang,8,2024,3,0,25.6,13.3,16.65,8.4,1.2,0.1,27.2,27.4,6.263333333333334,26.376666666666665,28400.0,28000.0
Telur Ayam,2024-08-16,28000.0,Padang,8,2024,4,0,26.1,7.8,19.04,11.4,1.1,6.2,26.4,28.2,6.486666666666666,26.366666666666667,28000.0,28000.0
Telur Ayam,2024-08-19,28000.0,Padang,8,2024,0,0,25.1,34.3,13.77,9.6,2.7,11.8,26.4,27.4,7.540000000000001,26.323333333333334,28000.0,28000.0
Telur Ayam,2024-08-20,28000.0,Padang,8,2024,1,0,25.1,26.8,14.73,9.6,2.1,7.6,27.1,27.4,8.363333333333333,26.256666666666668,28000.0,28000.0
Telur Ayam,2024-08-21,28000.0,Padang,8,2024,2,0,26.6,4.0,19.53,10.5,22.3,32.7,26.1,25.9,7.753333333333333,26.273333333333333,28000.0,28000.0
Telur Ayam,2024-08-22,28000.0,Padang,8,2024,3,0,25.3,7.6,15.96,11.9,0.4,10.7,26.3,27.1,7.993333333333334,26.240000000000002,28000.0,28000.0
Telur Ayam,2024-08-23,28000.0,Padang,8,2024,4,0,25.0,25.3,14.78,10.9,0.6,19.4,26.0,26.2,8.816666666666666,26.206666666666667,28000.0,28400.0
Telur Ayam,2024-08-26,28000.0,Padang,8,2024,0,0,25.3,5.7,18.55,11.2,0.8,5.7,26.2,27.2,8.979999999999999,26.176666666666666,28000.0,28000.0
Telur Ayam,2024-08-27,28000.0,Padang,8,2024,1,0,24.5,39.6,12.17,10.0,1.0,5.6,26.3,26.8,10.266666666666667,26.116666666666667,28000.0,28000.0
Telur Ayam,2024-08-28,28000.0,Padang,8,2024,2,0,26.7,0.3,20.59,8.2,1.9,3.0,26.7,27.4,10.213333333333335,26.116666666666667,28000.0,28000.0
Telur Ayam,2024-08-29,28000.0,Padang,8,2024,3,0,26.2,3.0,18.94,11.3,0.0,9.0,27.0,25.7,10.313333333333334,26.09,28000.0,28000.0
Telur Ayam,2024-08-30,28000.0,Padang,8,2024,4,0,25.9,1.9,12.4,8.2,0.0,3.3,26.9,26.6,10.376666666666667,26.05666666666667,28000.0,28000.0
Telur Ayam,2024-09-02,28000.0,Padang,9,2024,0,0,26.7,8.5,21.72,8.7,1.1,0.0,27.5,26.9,10.623333333333333,26.029999999999998,28000.0,28000.0
Telur Ayam,2024-09-03,27600.0,Padang,9,2024,1,0,26.5,0.8,21.45,11.6,0.8,1.5,27.3,26.8,10.623333333333333,26.00333333333333,28000.0,28000.0
Telur Ayam,2024-09-04,27600.0,Padang,9,2024,2,0,25.8,4.2,13.48,8.2,0.0,3.9,27.1,26.2,10.763333333333332,25.96,27600.0,28000.0
Telur Ayam,2024-09-05,27600.0,Padang,9,2024,3,0,26.1,4.9,18.06,7.6,0.0,15.9,26.5,26.2,10.926666666666668,25.94666666666667,27600.0,28000.0
Telur Ayam,2024-09-06,27600.0,Padang,9,2024,4,0,26.2,18.8,20.34,9.4,0.0,23.0,26.4,26.0,11.553333333333333,25.939999999999998,27600.0,28000.0
Telur Ayam,2024-09-09,27600.0,Padang,9,2024,0,0,25.2,17.1,13.41,7.8,1.1,73.2,26.6,26.3,12.086666666666668,25.893333333333334,27600.0,28000.0
Telur Ayam,2024-09-10,27600.0,Padang,9,2024,1,0,26.4,0.4,16.01,7.4,4.9,3.5,26.8,26.2,11.936666666666666,25.88,27600.0,28000.0
Telur Ayam,2024-09-11,27600.0,Padang,9,2024,2,0,26.7,0.5,18.16,8.9,5.5,4.6,25.7,26.4,11.77,25.913333333333338,27600.0,28000.0
Telur Ayam,2024-09-12,27600.0,Padang,9,2024,3,0,25.8,4.0,14.25,7.9,12.8,22.4,26.0,25.9,11.476666666666665,25.90666666666667,27600.0,27600.0
Telur Ayam,2024-09-13,27600.0,Padang,9,2024,4,0,26.2,3.2,23.16,10.5,22.4,44.2,26.4,25.0,10.836666666666668,25.9,27600.0,27600.0
Telur Ayam,2024-09-16,27600.0,Padang,9,2024,0,0,25.8,6.0,18.23,8.0,8.2,6.0,25.9,26.6,10.763333333333334,25.896666666666665,27600.0,27600.0
Telur Ayam,2024-09-17,27900.0,Padang,9,2024,1,0,25.1,35.2,11.34,10.5,26.1,3.5,25.2,27.0,11.066666666666666,25.893333333333334,27600.0,27600.0
Telur Ayam,2024-09-18,27900.0,Padang,9,2024,2,0,26.0,5.7,20.73,13.9,13.6,0.6,25.5,26.9,10.803333333333335,25.910000000000004,27900.0,27600.0
Telur Ayam,2024-09-19,27900.0,Padang,9,2024,3,0,26.2,1.8,23.62,11.4,1.2,5.9,27.1,26.6,10.823333333333332,25.88,27900.0,27600.0
Telur Ayam,2024-09-20,27900.0,Padang,9,2024,4,0,26.4,0.7,22.92,9.0,27.0,7.9,26.2,26.1,9.946666666666665,25.886666666666667,27900.0,27600.0
Telur Ayam,2024-09-23,27900.0,Padang,9,2024,0,0,26.8,0.0,24.11,9.4,0.1,3.9,25.9,26.6,9.943333333333333,25.916666666666668,27900.0,27600.0
Telur Ayam,2024-09-24,27900.0,Padang,9,2024,1,0,27.2,0.3,20.9,9.3,10.5,8.4,26.1,26.2,9.603333333333333,25.953333333333333,27900.0,27600.0
